layer,head,accuracy
11,28,0.8954143201930812
11,29,0.8930008045052292
11,30,0.8584070796460177
11,31,0.8905872888173774
12,0,0.8978278358809332
12,1,0.8720836685438456
12,2,0.8978278358809332
12,3,0.8881737731295254
12,4,0.911504424778761
12,5,0.9018503620273531
12,6,0.8833467417538214
12,7,0.9042638777152051
12,8,0.8849557522123894
12,9,0.9010458567980691
12,10,0.8463395012067578
12,11,0.8785197103781175
12,12,0.8873692679002414
12,13,0.9010458567980691
12,14,0.8857602574416734
12,15,0.8938053097345132
12,16,0.8833467417538214
12,17,0.8777152051488335
12,18,0.8801287208366855
12,19,0.8889782783588094
12,20,0.9042638777152051
12,21,0.9026548672566371
12,22,0.9082864038616251
12,23,0.8970233306516492
12,24,0.8720836685438456
12,25,0.8551890587288817
12,26,0.8761061946902655
12,27,0.8817377312952535
12,28,0.911504424778761
12,29,0.909895414320193
12,30,0.8994368463395012
12,31,0.8970233306516492
13,0,0.8543845534995977
13,1,0.8712791633145616
13,2,0.8503620273531778
13,3,0.8559935639581657
13,4,0.8809332260659695
13,5,0.8946098149637972
13,6,0.8720836685438456
13,7,0.912308930008045
13,8,0.8576025744167337
13,9,0.8889782783588094
13,10,0.9002413515687852
13,11,0.8930008045052292
13,12,0.9090909090909091
13,13,0.9066773934030571
13,14,0.8986323411102172
13,15,0.8809332260659695
13,16,0.9066773934030571
13,17,0.8857602574416734
13,18,0.8970233306516492
13,19,0.8946098149637972
13,20,0.9074818986323411
13,21,0.8921962992759453
13,22,0.911504424778761
13,23,0.8793242156074015
13,24,0.909895414320193
13,25,0.9066773934030571
13,26,0.8946098149637972
13,27,0.8930008045052292
13,28,0.9010458567980691
13,29,0.9026548672566371
13,30,0.8978278358809332
13,31,0.8889782783588094
14,0,0.9042638777152051
14,1,0.9002413515687852
14,2,0.8921962992759453
14,3,0.8897827835880934
14,4,0.9082864038616251
14,5,0.8986323411102172
14,6,0.913113435237329
14,7,0.8994368463395012
14,8,0.8905872888173774
14,9,0.9066773934030571
14,10,0.8865647626709574
14,11,0.9010458567980691
14,12,0.8656476267095736
14,13,0.8696701528559936
14,14,0.8833467417538214
14,15,0.8857602574416734
14,16,0.8962188254223652
14,17,0.8857602574416734
14,18,0.8720836685438456
14,19,0.8825422365245374
14,20,0.8680611423974256
14,21,0.9066773934030571
14,22,0.8736926790024135
14,23,0.9018503620273531
14,24,0.8978278358809332
14,25,0.8954143201930812
14,26,0.9074818986323411
14,27,0.8978278358809332
14,28,0.913917940466613
14,29,0.8648431214802896
14,30,0.8672566371681416
14,31,0.8970233306516492
15,0,0.9034593724859211
15,1,0.8921962992759453
15,2,0.8769106999195495
15,3,0.8881737731295254
15,4,0.8962188254223652
15,5,0.8559935639581657
15,6,0.9066773934030571
15,7,0.9082864038616251
15,8,0.8994368463395012
15,9,0.9090909090909091
15,10,0.9058728881737731
15,11,0.8833467417538214
15,12,0.8865647626709574
15,13,0.8841512469831054
15,14,0.8793242156074015
15,15,0.8865647626709574
15,16,0.8809332260659695
15,17,0.8600160901045857
15,18,0.8688656476267096
15,19,0.9026548672566371
15,20,0.9026548672566371
15,21,0.8889782783588094
15,22,0.8962188254223652
15,23,0.9034593724859211
15,24,0.8954143201930812
15,25,0.8672566371681416
15,26,0.8592115848753017
15,27,0.8680611423974256
15,28,0.8728881737731295
15,29,0.8463395012067578
15,30,0.8600160901045857
15,31,0.8962188254223652
16,0,0.8720836685438456
16,1,0.8809332260659695
16,2,0.8986323411102172
16,3,0.8656476267095736
16,4,0.8930008045052292
16,5,0.8913917940466614
16,6,0.8865647626709574
16,7,0.8921962992759453
16,8,0.8905872888173774
16,9,0.8777152051488335
16,10,0.8817377312952535
16,11,0.8576025744167337
16,12,0.9082864038616251
16,13,0.911504424778761
16,14,0.9050683829444891
16,15,0.9058728881737731
16,16,0.911504424778761
16,17,0.9058728881737731
16,18,0.8833467417538214
16,19,0.8881737731295254
16,20,0.8141592920353983
16,21,0.8664521319388576
16,22,0.8423169750603379
16,23,0.8085277554304103
16,24,0.911504424778761
16,25,0.8921962992759453
16,26,0.8905872888173774
16,27,0.8873692679002414
16,28,0.8930008045052292
16,29,0.8930008045052292
16,30,0.9034593724859211
16,31,0.8849557522123894
17,0,0.8551890587288817
17,1,0.8809332260659695
17,2,0.8672566371681416
17,3,0.8608205953338697
17,4,0.8801287208366855
17,5,0.8897827835880934
17,6,0.8913917940466614
17,7,0.8905872888173774
